Cluster,HHID,HHMemberID,Education,HealthInsurance,Parent,ComputerEver,Computer3M,InternetEver,Internet3M,MobileOwn,MobileUse,weight,Gender,nr of interviewd,Final weight
184,16,2,5,1,1,1,3,NA,3,1,3,1.876408692,Female,18,33.77535645
184,17,1,4,1,1,1,2,1,3,1,3,1.517794035,Female,18,27.32029264
184,17,2,4,1,1,1,0,1,3,1,2,1.45794511,Male,8,11.66356088
184,18,2,5,1,1,1,3,NA,3,1,3,1.208008208,Female,18,21.74414774
184,18,3,5,1,2,1,3,NA,3,1,3,1.825531708,Female,18,32.85957074
184,20,3,5,1,1,1,3,NA,3,1,3,1.329145287,Female,18,23.92461517
185,1,2,2,1,1,2,NA,2,NA,2,0,1.295839438,Female,15,19.43759156
185,2,1,NA,1,1,2,NA,2,NA,1,3,0.847145632,Male,7,5.930019423
185,2,2,NA,1,1,2,NA,2,NA,2,0,0.912107907,Female,15,13.68161861
185,3,2,2,1,1,2,NA,2,NA,1,3,1.117306291,Female,15,16.75959436
185,3,4,2,1,1,1,0,1,2,1,3,1.235136413,Female,15,18.52704619
185,6,3,1,1,2,2,NA,1,3,1,2,1.40426434,Male,7,9.829850377
185,7,1,2,1,1,2,NA,1,3,1,3,1.078017046,Female,15,16.17025569
185,9,2,2,1,1,2,NA,1,3,1,3,2.086197208,Female,15,31.29295812
185,10,2,1,1,1,2,NA,2,NA,2,0,0.955354263,Female,15,14.33031395
185,10,3,2,1,2,1,0,1,3,1,2,1.533385521,Male,7,10.73369865
185,10,4,2,1,2,2,NA,1,3,1,2,1.533385521,Male,7,10.73369865
185,11,2,2,1,1,2,NA,1,2,2,2,0.838179111,Female,15,12.57268667
185,12,1,1,1,1,2,NA,1,3,1,2,0.83574932,Male,7,5.850245237
185,12,2,2,1,1,2,NA,2,NA,1,3,0.838179111,Female,15,12.57268667
185,13,2,2,1,1,2,NA,1,3,1,3,0.912107907,Female,15,13.68161861
185,15,2,1,1,1,2,NA,2,NA,2,0,1.47168113,Female,15,22.07521696
185,15,3,4,1,2,2,NA,1,3,1,3,1.820191937,Female,15,27.30287906
185,16,1,1,1,1,2,NA,2,NA,1,2,0.847145632,Male,7,5.930019423
185,16,2,1,1,1,2,NA,1,2,1,3,0.912107907,Female,15,13.68161861
185,18,3,4,1,1,1,3,NA,3,1,3,1.141713167,Male,7,7.991992167
185,18,4,5,1,1,1,3,NA,3,1,3,1.055311386,Female,15,15.82967079
185,19,2,1,1,1,2,NA,2,NA,2,0,1.403832203,Female,15,21.05748305
186,1,2,3,1,2,2,NA,1,2,1,2,1.682038058,Male,7,11.7742664
186,2,2,3,1,1,2,NA,1,3,1,3,1.427096335,Female,16,22.83354135
186,2,3,5,1,2,1,3,NA,3,1,3,2.535357575,Female,16,40.5657212
186,4,2,3,1,1,2,NA,1,3,1,3,1.793065884,Female,16,28.68905414
186,5,1,4,1,1,1,0,1,3,1,2,1.722362571,Male,7,12.056538
186,5,2,4,1,1,1,0,1,3,1,3,1.793065884,Female,16,28.68905414
186,7,1,3,1,1,2,NA,2,NA,1,3,2.535733788,Female,16,40.57174061
186,8,2,2,1,1,2,NA,1,3,1,3,1.42928074,Female,16,22.86849184
186,9,3,3,1,1,2,NA,1,3,1,3,1.325455482,Male,7,9.278188377
186,9,4,3,1,1,1,0,1,3,1,3,1.361302901,Female,16,21.78084641
186,11,1,5,1,1,1,0,1,3,1,3,1.722362571,Male,7,12.056538
186,11,2,3,1,1,1,0,1,3,1,3,1.727370033,Female,16,27.63792053
186,12,2,2,1,1,2,NA,1,2,1,3,1.646093053,Female,16,26.33748885
186,13,1,5,1,1,2,NA,1,3,1,3,1.722362571,Male,7,12.056538
186,13,2,4,1,1,1,2,NA,3,1,3,1.727370033,Female,16,27.63792053
186,14,2,5,1,1,1,3,NA,3,1,3,2.664626892,Female,16,42.63403028
186,15,2,2,1,1,2,NA,1,3,1,3,1.220240662,Female,16,19.52385059
186,16,2,4,1,1,1,3,NA,3,1,3,1.879726951,Female,16,30.07563122
186,17,2,2,1,1,2,NA,1,3,1,3,1.427096335,Female,16,22.83354135
186,17,3,3,1,2,1,3,1,3,1,3,2.097672632,Male,7,14.68370842
186,18,2,5,1,1,1,3,1,3,1,3,1.793065884,Female,16,28.68905414
186,19,1,2,1,1,2,NA,1,3,1,2,2.215528267,Male,7,15.50869787
186,20,2,3,1,1,1,0,1,3,1,3,2.21672001,Female,16,35.46752016
187,1,4,3,1,1,1,0,1,3,1,3,1.970062911,Female,14,27.58088075
187,3,2,4,2,1,1,0,1,3,1,3,2.723356515,Female,14,38.12699121
187,4,1,5,1,1,1,3,NA,3,1,3,1.760324248,Male,6,10.56194549
187,4,2,5,1,1,1,3,NA,3,1,3,1.832585895,Female,14,25.65620253
187,6,1,4,1,1,1,3,NA,3,1,3,2.343096526,Male,6,14.05857916
187,6,3,3,1,1,2,NA,1,3,1,3,2.265577556,Female,14,31.71808579
187,7,2,3,1,2,2,NA,1,3,1,3,1.921157012,Female,14,26.89619817
187,8,1,4,1,1,1,3,NA,3,1,3,1.921157012,Female,14,26.89619817
187,8,2,5,1,1,1,3,1,3,1,3,1.784328102,Male,6,10.70596861
187,12,1,4,1,1,1,3,1,3,1,3,2.723356515,Female,14,38.12699121
187,13,2,3,1,1,2,NA,1,3,1,3,1.765442076,Female,14,24.71618907
187,14,1,2,1,1,2,NA,1,3,1,3,1.921157012,Female,14,26.89619817
187,14,2,3,2,1,1,0,1,3,1,2,2.459196093,Male,6,14.75517656
187,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,14,0
187,15,2,5,1,1,1,3,NA,3,1,3,2.265577556,Female,14,31.71808579
187,16,3,5,1,2,2,NA,1,3,1,3,2.204148639,Female,14,30.85808095
187,18,3,5,1,1,1,0,1,3,1,2,1.74306646,Male,6,10.45839876
187,18,4,5,1,2,1,0,1,3,1,2,2.143906317,Male,6,12.8634379
187,18,5,5,1,1,1,3,NA,3,1,3,1.611155879,Female,14,22.55618231
187,20,3,5,1,1,1,0,1,3,1,3,2.591238042,Female,14,36.27733258
188,1,1,1,1,1,2,NA,1,3,1,3,0.249507077,Male,11,2.744577843
188,1,2,1,1,1,2,NA,1,3,1,3,0.244585331,Female,21,5.136291961
188,2,4,3,1,1,2,NA,1,3,1,3,0.376544867,Female,21,7.907442217
188,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,21,0
188,4,4,2,1,2,1,0,1,3,1,3,0.329187442,Female,21,6.912936288
188,4,5,1,1,1,2,NA,1,2,1,3,0.359499679,Female,21,7.549493258
188,5,1,NA,1,1,2,NA,2,NA,1,3,0.332846282,Male,11,3.661309106
188,5,2,NA,1,1,2,NA,2,NA,1,3,0.314571376,Female,21,6.6059989
188,6,2,NA,1,1,2,NA,2,NA,1,3,0.266158166,Female,21,5.589321479
188,7,1,NA,1,1,2,NA,2,NA,1,2,0.252909365,Male,11,2.782003019
188,7,2,NA,1,1,2,NA,2,NA,1,2,0.266158166,Female,21,5.589321479
188,8,2,NA,1,1,2,NA,1,2,1,2,0.253887474,Female,21,5.331636945
188,9,1,2,1,1,2,NA,1,2,1,2,0.535855728,Male,11,5.894413006
188,9,2,NA,1,1,2,NA,1,2,1,3,0.5064346,Female,21,10.63512659
188,10,2,1,1,1,2,NA,2,NA,1,3,0.378133163,Female,21,7.940796419
188,11,1,NA,1,1,2,NA,2,NA,1,2,0.332846282,Male,11,3.661309106
188,11,2,NA,1,1,2,NA,2,NA,1,2,0.326535248,Female,21,6.857240216
188,12,2,1,1,1,2,NA,1,3,1,3,0.608763961,Female,21,12.78404317
188,13,1,NA,1,1,2,NA,1,3,1,3,0.332846282,Male,11,3.661309106
188,13,2,NA,1,1,2,NA,1,3,1,3,0.314571376,Female,21,6.6059989
188,14,2,1,1,1,2,NA,2,NA,1,3,0.462367502,Female,21,9.709717543
188,15,1,1,1,1,2,NA,1,3,1,3,0.252909365,Male,11,2.782003019
188,15,2,1,1,1,2,NA,2,NA,1,3,0.253887474,Female,21,5.331636945
188,16,2,2,1,1,2,NA,2,NA,1,3,0.608763961,Female,21,12.78404317
188,17,1,NA,1,1,2,NA,2,NA,1,3,0.252909365,Male,11,2.782003019
188,17,2,NA,1,1,2,NA,2,NA,1,3,0.253887474,Female,21,5.331636945
188,17,3,2,1,1,2,NA,1,2,1,3,0.348564663,Male,11,3.834211291
188,17,4,1,1,2,2,NA,1,1,1,2,0.346157044,Male,11,3.807727488
188,17,5,3,1,1,2,NA,1,3,1,3,0.359499679,Female,21,7.549493258
188,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,11,0
188,19,2,1,1,1,2,NA,1,3,1,3,0.744374468,Female,21,15.63186382
188,20,2,1,1,1,2,NA,2,NA,1,3,0.378133163,Female,21,7.940796419
189,2,2,3,1,2,1,0,1,3,1,3,2.312461214,Female,15,34.68691821
189,2,3,3,1,2,1,0,1,3,1,3,1.945248455,Male,8,15.56198764
189,2,4,3,1,2,2,NA,1,3,2,0,1.945248455,Male,8,15.56198764
189,3,1,2,1,1,2,NA,2,NA,1,3,1.249191264,Female,15,18.73786896
189,4,3,3,1,2,1,0,1,3,1,2,1.923231596,Male,8,15.38585276
189,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,15,0
189,6,1,5,1,1,1,3,NA,3,1,3,1.922639756,Female,15,28.83959635
189,8,1,2,1,1,2,NA,1,3,1,3,1.191599789,Female,15,17.87399684
189,11,2,3,1,1,2,NA,1,3,1,3,2.857183132,Female,15,42.85774699
189,12,3,2,2,1,2,NA,1,3,1,2,1.454309432,Male,8,11.63447546
189,12,4,3,2,1,1,0,1,0,1,2,2.066872437,Female,15,31.00308656
189,12,6,2,1,2,2,NA,1,3,1,3,1.892598216,Female,15,28.38897325
189,13,2,5,1,1,1,0,1,3,1,3,2.857183132,Female,15,42.85774699
189,14,3,2,1,1,1,0,1,3,1,2,1.243509258,Male,8,9.948074066
189,14,4,3,1,1,2,NA,1,3,1,3,1.202369017,Female,15,18.03553525
189,16,3,3,1,1,1,0,1,3,1,3,1.828721307,Male,8,14.62977046
189,16,4,3,1,1,2,NA,1,3,1,3,2.066872437,Female,15,31.00308656
189,17,1,3,1,1,2,NA,1,3,1,3,1.922639756,Female,15,28.83959635
189,18,2,1,1,1,2,NA,1,1,1,3,1.530223833,Female,15,22.95335749
189,18,3,3,1,2,1,0,1,3,1,3,2.456076409,Male,8,19.64861127
189,18,4,2,1,2,1,0,1,3,1,3,2.456076409,Male,8,19.64861127
189,18,5,3,1,1,1,3,1,3,1,3,2.066872437,Female,15,31.00308656
189,19,2,3,1,1,2,NA,1,3,1,3,2.376908768,Female,15,35.65363151
190,2,2,2,1,1,2,NA,1,3,1,3,1.408657885,Female,19,26.76449982
190,2,4,3,1,2,1,2,1,3,1,3,1.742244072,Female,19,33.10263736
190,5,1,2,1,1,2,NA,1,2,1,3,2.502971459,Female,19,47.55645773
190,5,2,5,1,2,1,2,1,3,1,3,2.803925716,Female,19,53.27458861
190,6,2,5,1,1,1,3,NA,3,1,3,1.769899014,Female,19,33.62808127
190,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,6,0
190,7,2,2,1,1,2,NA,2,NA,1,3,1.855440398,Female,19,35.25336757
190,8,2,2,1,1,2,NA,1,3,1,3,1.096935235,Female,19,20.84176946
190,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,19,0
190,10,2,2,1,1,2,NA,1,3,1,3,1.408657885,Female,19,26.76449982
190,10,3,3,1,2,1,2,NA,3,1,3,1.742244072,Female,19,33.10263736
190,11,1,3,1,1,1,0,1,2,1,3,2.845542211,Male,6,17.07325326
190,11,2,2,1,1,2,NA,1,3,1,3,2.630199232,Female,19,49.9737854
190,12,2,3,1,1,2,NA,1,3,1,3,1.769899014,Female,19,33.62808127
190,13,1,5,1,1,1,2,NA,3,1,3,1.723291966,Male,6,10.3397518
190,13,2,2,1,1,2,NA,1,3,1,3,1.769899014,Female,19,33.62808127
190,13,3,3,1,2,1,2,NA,3,1,3,2.97806327,Male,6,17.86837962
190,15,1,5,1,1,1,3,NA,3,1,3,1.723291966,Male,6,10.3397518
190,15,2,5,1,1,1,3,NA,3,1,3,1.855440398,Female,19,35.25336757
190,16,2,5,1,1,1,3,NA,3,1,3,1.769899014,Female,19,33.62808127
190,16,5,3,1,2,1,2,NA,3,1,2,2.294829758,Female,19,43.60176541
190,17,3,3,1,2,1,3,NA,3,1,3,1.742244072,Female,19,33.10263736
190,19,1,1,1,1,2,NA,1,3,1,3,1.068049455,Male,6,6.408296728
190,19,2,1,1,1,2,NA,1,2,1,3,1.149951456,Female,19,21.84907766
190,20,1,3,2,1,1,2,1,3,1,3,2.188079421,Female,19,41.573509
191,1,2,3,1,1,1,0,1,3,1,3,1.244715798,Male,8,9.957726381
191,1,3,3,1,1,1,0,1,3,1,3,1.328751808,Female,21,27.90378796
191,2,4,1,1,1,2,NA,1,3,1,3,1.267492352,Female,21,26.6173394
191,2,5,3,1,2,1,0,1,3,1,2,1.643415327,Female,21,34.51172188
191,4,3,2,1,1,2,NA,1,3,1,3,1.13615104,Female,21,23.85917185
191,5,1,3,1,1,1,0,1,3,1,3,1.639500974,Male,8,13.11600779
191,5,2,2,1,1,2,NA,1,3,1,3,1.750190596,Female,21,36.75400251
191,5,3,3,1,2,1,0,1,3,1,2,2.164655607,Female,21,45.45776775
191,7,1,3,1,1,1,0,1,3,1,3,1.639500974,Male,8,13.11600779
191,7,2,3,2,1,2,NA,1,3,1,3,1.669501544,Female,21,35.05953243
191,8,1,5,1,1,2,NA,1,3,1,3,2.360990476,Female,21,49.5808
191,9,1,2,1,1,2,NA,1,3,1,3,1.639500974,Male,8,13.11600779
191,9,2,2,1,1,2,NA,1,3,1,3,1.750190596,Female,21,36.75400251
191,9,3,5,1,2,2,NA,1,3,1,3,2.164655607,Female,21,45.45776775
191,10,4,5,1,2,1,3,NA,3,1,3,2.360640189,Female,21,49.57344396
191,11,3,3,1,1,1,0,1,3,1,3,1.273679637,Male,8,10.1894371
191,11,4,3,1,1,2,NA,1,3,1,3,1.467776892,Female,21,30.82331473
191,12,2,3,1,1,2,NA,1,3,1,3,1.750190596,Female,21,36.75400251
191,13,3,4,1,2,1,0,1,3,1,3,2.360640189,Female,21,49.57344396
191,15,2,2,1,1,2,NA,2,NA,1,2,1.328751808,Female,21,27.90378796
191,15,3,5,1,2,1,0,1,3,1,3,1.969893593,Male,8,15.75914874
191,15,4,5,1,2,1,3,NA,3,1,3,2.007998407,Female,21,42.16796654
191,16,2,2,1,1,2,NA,1,2,1,3,1.034711615,Female,21,21.72894392
191,17,1,1,1,1,2,NA,1,3,1,3,1.016118079,Male,8,8.128944629
191,17,2,2,1,1,2,NA,1,3,1,3,1.084720493,Female,21,22.77913035
191,17,3,3,1,2,1,2,NA,3,1,3,1.341594626,Female,21,28.17348714
191,18,2,3,1,2,2,NA,1,3,1,2,1.405204511,Female,21,29.50929473
191,19,1,3,1,1,1,3,NA,3,1,3,2.152916289,Male,8,17.22333032
191,19,2,2,1,1,1,3,NA,3,1,3,2.481001257,Female,21,52.10102639
192,2,2,2,1,1,2,NA,2,NA,1,3,2.075368775,Female,11,22.82905652
192,6,3,2,1,1,2,NA,2,NA,1,3,1.347243208,Female,11,14.81967529
192,7,1,3,1,1,2,NA,1,3,1,3,2.447436043,Female,11,26.92179648
192,8,2,2,1,1,2,NA,2,NA,1,3,1.575628402,Female,11,17.33191242
192,12,2,2,1,1,2,NA,1,3,1,2,1.286257077,Female,11,14.14882785
192,14,3,3,1,2,1,1,1,3,1,3,1.948755103,Female,11,21.43630613
192,15,3,3,1,2,1,3,NA,3,1,3,2.020172226,Male,2,4.040344452
192,16,2,1,1,1,2,NA,1,3,1,2,1.286257077,Female,11,14.14882785
192,16,3,3,1,2,2,NA,1,3,1,2,1.590857363,Female,11,17.49943099
192,19,1,2,1,1,1,0,1,3,1,3,1.944113479,Male,2,3.888226958
192,19,2,2,1,1,2,NA,1,3,1,3,2.075368775,Female,11,22.82905652
192,19,3,3,1,2,2,NA,1,3,1,3,2.566839672,Female,11,28.2352364
192,20,2,4,1,1,2,NA,1,3,1,3,1.226956757,Female,11,13.49652433
193,1,1,3,1,1,2,NA,1,3,1,3,1.75663635,Male,8,14.0530908
193,1,2,2,1,1,2,NA,1,1,1,3,1.746739692,Female,17,29.69457476
193,2,2,2,1,1,2,NA,1,3,1,3,1.123754787,Female,17,19.10383137
193,3,1,2,1,1,2,NA,1,3,1,3,2.564167938,Female,17,43.59085494
193,4,2,2,1,1,2,NA,1,3,1,3,1.17806723,Female,17,20.02714291
193,6,2,2,1,1,2,NA,1,3,1,3,1.813172215,Female,17,30.82392766
193,7,1,2,1,1,2,NA,1,3,1,3,1.813172215,Female,17,30.82392766
193,7,2,3,1,2,2,NA,1,3,2,2,2.35093727,Female,17,39.96593359
193,8,2,5,1,1,1,3,NA,3,1,3,1.813172215,Female,17,30.82392766
193,9,2,2,1,1,2,NA,2,NA,1,3,1.44309891,Female,17,24.53268147
193,9,3,5,1,1,1,0,1,3,1,3,1.739414716,Male,8,13.91531773
193,9,4,3,1,2,2,NA,1,3,1,3,1.949192855,Female,17,33.13627854
193,11,1,1,1,1,2,NA,2,NA,1,0,1.103561164,Male,8,8.828489312
193,11,2,1,1,1,2,NA,2,NA,1,3,1.17806723,Female,17,20.02714291
193,11,3,2,1,2,2,NA,1,3,1,3,1.746501547,Male,8,13.97201238
193,12,2,1,1,1,2,NA,1,3,1,2,1.17806723,Female,17,20.02714291
193,13,1,1,1,1,2,NA,1,3,1,3,1.103561164,Male,8,8.828489312
193,13,2,2,1,1,1,2,1,3,1,3,1.082581717,Female,17,18.40388918
193,14,3,2,1,1,2,NA,2,NA,1,3,1.133910857,Female,17,19.27648457
193,15,3,5,1,1,1,0,1,3,1,3,1.33364545,Male,8,10.6691636
193,15,4,5,1,1,1,0,1,3,1,3,1.594087941,Female,17,27.09949499
193,17,1,3,1,1,2,NA,1,3,1,3,2.338187713,Male,8,18.70550171
193,17,2,5,1,1,1,3,NA,3,1,3,2.69450637,Female,17,45.80660828
193,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,8,0
193,20,2,2,1,1,2,NA,1,3,1,3,1.123754787,Female,17,19.10383137
194,1,3,2,2,1,1,0,1,0,1,3,1.739414716,Male,10,17.39414716
194,1,4,2,1,1,2,NA,1,3,1,2,1.594087941,Female,19,30.28767087
194,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,10,0
194,3,2,1,1,1,2,NA,1,3,1,3,1.17806723,Female,19,22.38327737
194,3,3,3,1,2,2,NA,2,NA,2,0,1.45704693,Female,19,27.68389167
194,4,2,1,1,2,2,NA,1,3,1,3,1.392353411,Female,19,26.4547148
194,5,1,2,1,1,2,NA,1,3,1,3,1.088715396,Male,10,10.88715396
194,5,2,2,1,1,2,NA,1,3,1,3,1.123754787,Female,19,21.35134095
194,7,3,2,1,1,2,NA,1,3,1,3,1.33364545,Male,10,13.3364545
194,7,4,1,1,1,2,NA,1,3,1,3,1.326131867,Female,19,25.19650548
194,8,3,5,1,1,1,0,1,3,1,3,1.363027062,Female,19,25.89751418
194,8,4,5,1,2,1,3,1,3,1,3,1.864694958,Female,19,35.42920419
194,9,1,2,1,1,1,0,1,3,1,3,1.900805046,Female,19,36.11529588
194,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,10,0
194,9,3,5,1,2,1,3,NA,3,1,3,2.35093727,Female,19,44.66780813
194,9,4,3,1,2,1,3,NA,3,1,3,2.437093389,Male,10,24.37093389
194,11,2,2,1,1,2,NA,1,3,1,3,1.44309891,Female,19,27.41887929
194,11,3,3,1,2,2,NA,1,3,1,3,1.784841122,Female,19,33.91198133
194,13,1,1,2,1,2,NA,1,2,1,3,1.103561164,Male,10,11.03561164
194,13,2,2,1,1,2,NA,1,3,1,2,1.17806723,Female,19,22.38327737
194,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,10,0
194,14,2,1,1,1,2,NA,1,3,1,2,1.17806723,Female,19,22.38327737
194,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,19,0
194,15,1,2,1,1,2,NA,1,3,1,3,1.4004483,Male,10,14.004483
194,16,2,2,1,1,2,NA,1,3,1,2,1.17806723,Female,19,22.38327737
194,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,10,0
194,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,19,0
194,19,1,3,2,1,1,0,1,3,1,3,2.69450637,Female,19,51.19562102
194,20,1,5,1,1,1,3,NA,3,1,3,2.445952082,Female,19,46.47308957
195,3,2,2,1,1,2,NA,2,NA,1,3,0.329829035,Female,18,5.936922633
195,4,1,2,1,1,2,NA,2,NA,1,3,0.304292758,Male,6,1.825756551
195,4,2,2,1,1,2,NA,2,NA,1,3,0.303095506,Female,18,5.455719107
195,5,2,NA,1,1,2,NA,2,NA,1,3,0.389823747,Female,18,7.01682745
195,7,3,2,1,1,2,NA,2,NA,1,3,0.754393649,Female,18,13.57908568
195,8,1,2,1,1,2,NA,2,NA,1,3,0.653516605,Male,6,3.921099629
195,8,2,1,1,1,2,NA,2,NA,1,2,0.627584861,Female,18,11.29652749
195,9,2,1,1,1,2,NA,1,3,1,2,0.329829035,Female,18,5.936922633
195,9,3,3,1,2,2,NA,1,3,2,1,0.407936297,Female,18,7.342853343
195,10,1,1,1,1,2,NA,1,3,1,3,0.308442107,Male,6,1.850652643
195,10,2,NA,1,1,2,NA,2,NA,1,1,0.329829035,Female,18,5.936922633
195,11,2,NA,1,1,2,NA,2,NA,2,0,0.314622924,Female,18,5.66321264
195,12,1,2,1,1,2,NA,2,NA,1,3,0.405931226,Male,6,2.435587354
195,12,2,2,1,1,2,NA,2,NA,1,3,0.468590907,Female,18,8.434636325
195,13,2,1,1,1,2,NA,2,NA,1,2,0.329829035,Female,18,5.936922633
195,14,1,2,1,1,2,NA,2,NA,1,3,0.490974705,Male,6,2.945848231
195,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,18,0
195,16,1,NA,1,1,2,NA,2,NA,1,3,0.329829035,Female,18,5.936922633
195,16,2,3,1,2,2,NA,1,3,2,3,0.407936297,Female,18,7.342853343
195,17,2,NA,1,1,2,NA,1,3,1,2,0.314622924,Female,18,5.66321264
195,17,3,3,1,2,1,2,1,3,1,2,0.407936297,Female,18,7.342853343
195,18,3,5,1,1,1,0,1,3,1,2,0.446304315,Female,18,8.033477661
195,18,7,3,1,1,1,0,1,3,1,3,0.386624782,Male,6,2.319748694
195,19,1,1,1,1,2,NA,2,NA,1,3,0.329829035,Female,18,5.936922633
196,2,1,2,1,1,2,NA,1,3,1,3,1.074520081,Male,10,10.74520081
196,2,2,2,1,1,2,NA,1,3,1,2,1.147065461,Female,14,16.05891645
196,4,1,1,1,1,2,NA,2,NA,1,3,1.147065461,Female,14,16.05891645
196,4,2,3,1,2,2,NA,1,3,1,3,1.856904604,Male,10,18.56904604
196,5,2,2,1,1,1,2,1,3,1,3,1.765457157,Female,14,24.7164002
196,6,3,2,1,1,1,0,1,0,1,3,1.346885146,Male,10,13.46885146
196,6,4,2,1,1,2,NA,2,NA,1,3,1.29123366,Female,14,18.07727124
196,7,1,2,2,1,2,NA,1,3,1,3,2.18258807,Female,14,30.55623298
196,8,3,2,2,1,1,0,1,0,1,3,1.693640645,Male,10,16.93640645
196,9,2,2,1,1,1,0,1,3,1,3,1.700772858,Female,14,23.81082001
196,10,1,3,1,1,1,0,2,NA,1,3,1.733732286,Male,10,17.33732286
196,10,2,2,1,1,2,NA,1,3,1,3,1.850783861,Female,14,25.91097405
196,11,2,3,1,1,2,NA,1,3,1,3,1.147065461,Female,14,16.05891645
196,11,4,3,1,2,1,3,1,3,1,3,1.41870359,Female,14,19.86185026
196,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,10,0
196,12,2,3,1,1,2,NA,1,3,1,3,1.147065461,Female,14,16.05891645
196,13,1,4,1,1,1,3,NA,3,1,3,2.623598307,Female,14,36.7303763
196,14,1,2,1,1,1,0,1,2,1,3,1.074520081,Male,10,10.74520081
196,14,2,2,1,1,1,0,1,3,1,2,1.094182292,Female,14,15.31855209
196,14,3,3,1,2,1,2,NA,3,1,3,1.470695617,Male,10,14.70695617
196,15,1,2,2,1,1,0,1,3,1,3,2.623598307,Female,14,36.7303763
196,16,1,3,2,1,2,NA,1,0,1,3,2.276656458,Male,10,22.76656458
196,18,1,2,2,1,1,0,1,0,1,3,1.060064991,Male,10,10.60064991
196,18,2,2,1,1,2,NA,1,2,1,2,1.054092724,Female,14,14.75729814
197,1,2,1,1,1,2,NA,1,3,1,3,0.261752552,Female,23,6.020308703
197,1,3,3,1,1,1,0,1,3,1,3,0.320034465,Male,14,4.480482508
197,1,4,3,1,1,2,NA,1,3,1,3,0.35354902,Female,23,8.13162745
197,1,6,3,1,1,1,0,1,3,1,3,0.320034465,Male,14,4.480482508
197,1,7,NA,1,1,2,NA,1,3,1,3,0.35354902,Female,23,8.13162745
197,2,2,2,1,1,2,NA,2,NA,1,2,0.249903708,Female,23,5.747785279
197,3,1,2,1,1,2,NA,1,3,1,3,0.503130659,Male,14,7.043829222
197,3,2,2,1,1,2,NA,2,NA,1,2,0.475506298,Female,23,10.93664486
197,4,2,1,1,1,2,NA,2,NA,1,3,0.403218269,Female,23,9.274020179
197,4,4,3,1,1,1,3,1,3,1,3,0.54462668,Female,23,12.52641364
197,4,6,2,1,1,2,NA,1,3,1,3,0.54462668,Female,23,12.52641364
197,5,2,NA,1,1,2,NA,2,NA,2,0,0.261752552,Female,23,6.020308703
197,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,14,0
197,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,14,0
197,6,2,2,1,1,2,NA,1,3,1,3,0.249903708,Female,23,5.747785279
197,6,3,3,1,2,1,2,NA,3,1,3,0.309083744,Female,23,7.108926116
197,7,1,1,1,1,2,NA,2,NA,1,3,0.237464021,Male,14,3.324496289
197,7,2,1,1,1,2,NA,2,NA,1,3,0.249903708,Female,23,5.747785279
197,7,3,1,1,2,1,0,2,NA,1,3,0.375811775,Male,14,5.261364845
197,8,4,2,1,1,1,0,1,3,1,3,0.35354902,Female,23,8.13162745
197,9,1,3,1,1,2,NA,1,3,1,3,0.383146901,Male,14,5.364056619
197,9,2,2,1,1,2,NA,1,3,1,3,0.384628694,Female,23,8.846459951
197,9,3,3,1,2,1,2,NA,2,1,3,0.524413158,Male,14,7.341784208
197,10,2,1,1,1,1,0,1,3,1,3,0.238382395,Female,23,5.482795087
197,11,3,3,1,1,1,0,1,3,1,3,0.320034465,Male,14,4.480482508
197,11,4,3,1,1,1,0,1,3,1,2,0.289356742,Female,23,6.655205076
197,12,3,2,1,1,2,NA,1,3,1,3,0.240536805,Female,23,5.532346513
197,14,4,3,1,1,2,NA,1,3,1,3,0.35354902,Female,23,8.13162745
197,15,1,0,1,1,2,NA,1,3,1,3,0.238382395,Female,23,5.482795087
197,15,4,2,1,2,1,3,1,3,1,3,0.325017001,Male,14,4.550238017
197,17,1,2,1,1,2,NA,2,NA,1,3,0.234269512,Male,14,3.279773166
197,17,2,3,1,1,2,NA,1,3,1,2,0.238382395,Female,23,5.482795087
197,17,3,3,1,2,1,2,NA,3,1,3,0.325017001,Male,14,4.550238017
197,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,14,0
197,18,2,NA,1,1,2,NA,1,3,1,3,0.229648341,Female,23,5.281911844
197,20,1,2,1,1,2,NA,1,3,1,3,0.249903708,Female,23,5.747785279
