Cluster,HHID,UrbanRural,ComputerAccess,MobileAccess,InternetAccess,hhweight
115,17,2,2,1,2,0.165068489
115,18,2,2,1,2,0.165068489
115,19,2,1,1,1,0.165068489
115,20,2,2,1,1,0.165068489
116,1,2,2,1,1,0.44084582
116,2,2,1,1,1,0.359882479
116,3,2,NA,NA,NA,0
116,4,2,1,1,1,0.44084582
116,5,2,1,1,1,0.44084582
116,6,2,2,1,1,0.580668416
116,7,2,2,1,1,0.376945818
116,8,2,2,1,1,0.44084582
116,9,2,2,1,1,0.44084582
116,10,2,2,1,2,0.580668416
116,11,2,2,1,1,0.359882479
116,12,2,2,1,1,0.359882479
116,13,2,2,1,1,0.44084582
116,14,2,1,1,1,0.580668416
116,15,2,2,1,1,0.359882479
116,16,2,1,1,1,0.44084582
116,17,2,2,1,1,0.44084582
116,18,2,2,1,1,0.745167088
116,19,2,1,1,1,0.359882479
116,20,2,NA,NA,NA,0
117,1,2,2,1,1,0.086165482
117,2,2,2,1,1,0.082264999
117,3,2,2,1,2,0.082264999
117,4,2,2,1,1,0.082264999
117,5,2,2,1,2,0.105804439
117,6,2,2,1,1,0.105804439
117,7,2,2,1,2,0.082264999
117,8,2,2,1,2,0.082264999
117,9,2,2,1,1,0.082264999
117,10,2,2,2,2,0.082264999
117,11,2,2,1,2,0.082264999
117,12,2,2,1,1,0.170336632
117,13,2,2,1,1,0.105804439
117,14,2,2,1,1,0.105804439
117,15,2,2,1,1,0.170336632
117,16,2,2,1,1,0.170336632
117,17,2,2,1,1,0.082264999
117,18,2,2,1,1,0.105804439
117,19,2,2,1,2,0.170336632
117,20,2,2,1,2,0.105804439
118,1,2,2,1,1,0.180706556
118,2,2,2,1,1,0.09141115
118,3,2,2,1,1,0.08727321
118,4,2,2,1,1,0.08727321
118,5,2,2,1,2,0.08727321
118,6,2,2,1,2,0.09141115
118,7,2,2,1,1,0.180706556
118,8,2,2,2,2,0.09141115
118,9,2,2,1,2,0.09141115
118,10,2,2,1,2,0.09141115
118,11,2,NA,NA,NA,0
118,12,2,2,1,1,0.09141115
118,13,2,2,1,2,0.08727321
118,14,2,2,1,1,0.09141115
118,15,2,2,1,2,0.112245708
118,16,2,2,1,1,0.140814848
118,17,2,2,1,2,0.08727321
118,18,2,2,1,1,0.180706556
118,19,2,2,1,1,0.140814848
118,20,2,2,1,1,0.180706556
119,1,2,2,1,1,0.36306728
119,2,2,NA,NA,NA,0
119,3,2,2,1,1,0.36306728
119,4,2,NA,NA,NA,0
119,5,2,2,1,1,0.36306728
119,6,2,2,1,2,0.380281621
119,7,2,2,1,1,0.380281621
119,8,2,2,1,1,0.751761487
119,9,2,2,1,2,0.380281621
119,10,2,2,2,2,0.380281621
119,11,2,2,1,2,0.36306728
119,12,2,2,1,2,0.36306728
119,13,2,2,1,2,0.36306728
119,14,2,2,1,2,0.380281621
119,15,2,NA,NA,NA,0
119,16,2,2,1,2,0.751761487
119,17,2,2,2,2,0.44474711
119,18,2,2,1,2,0.466955942
119,19,2,2,1,1,0.36306728
119,20,2,2,1,1,0.36306728
120,1,2,1,1,2,0.165068489
120,2,2,2,1,2,0.07972072
120,3,2,2,1,2,0.07972072
120,4,2,2,1,2,0.165068489
120,5,2,2,1,2,0.08350057
120,6,2,2,1,2,0.102532137
120,7,2,2,1,2,0.097655619
120,8,2,2,1,2,0.08350057
120,9,2,2,1,2,0.102532137
120,10,2,2,1,2,0.102532137
120,11,2,2,1,2,0.08350057
120,12,2,2,1,1,0.102532137
120,13,2,2,1,2,0.102532137
120,14,2,2,1,2,0.07972072
120,15,2,NA,NA,NA,0
120,16,2,2,1,2,0.07972072
120,17,2,2,1,2,0.07972072
120,18,2,2,1,2,0.102532137
120,19,2,2,1,2,0.08350057
120,20,2,2,1,2,0.07972072
121,1,2,2,1,1,0.07972072
121,2,2,2,1,2,0.08350057
121,3,2,2,1,2,0.165068489
121,4,2,2,1,2,0.165068489
121,5,2,2,1,2,0.128628947
121,6,2,2,1,2,0.07972072
121,7,2,2,2,2,0.08350057
121,8,2,2,1,1,0.102532137
121,9,2,2,1,1,0.128628947
121,10,2,2,1,2,0.07972072
121,11,2,2,1,1,0.165068489
121,12,2,2,1,1,0.07972072
121,13,2,2,1,2,0.128628947
121,14,2,2,1,1,0.165068489
121,15,2,2,1,2,0.07972072
121,16,2,2,1,2,0.165068489
121,17,2,2,1,2,0.08350057
121,18,2,2,1,1,0.165068489
121,19,2,2,1,1,0.102532137
121,20,2,2,1,2,0.102532137
122,1,2,2,1,1,0.297991781
122,2,2,2,1,2,0.297991781
122,3,2,2,1,1,0.297991781
122,4,2,2,1,2,0.297991781
122,5,2,2,1,2,0.297991781
122,6,2,2,1,1,0.312120657
122,7,2,2,1,2,0.312120657
122,8,2,2,1,2,0.312120657
122,9,2,2,1,1,0.312120657
122,10,2,2,1,1,0.297991781
122,11,2,2,1,2,0.297991781
122,12,2,2,1,1,0.297991781
122,13,2,2,1,2,0.312120657
122,14,2,2,1,1,0.297991781
122,15,2,2,1,2,0.297991781
122,16,2,2,1,2,0.312120657
122,17,2,2,1,2,0.383259635
122,18,2,2,1,1,0.617017168
122,19,2,2,1,1,0.297991781
122,20,2,1,1,1,0.480808113
123,1,2,2,1,2,0.082826723
123,2,2,2,1,2,0.082826723
123,3,2,2,1,2,0.133640465
123,4,2,2,9,2,0.082826723
123,5,2,2,1,2,0.171499729
123,6,2,2,1,2,0.082826723
123,7,2,2,1,2,0.086753839
123,8,2,2,1,2,0.082826723
123,9,2,2,1,2,0.171499729
123,10,2,2,1,2,0.082826723
123,11,2,2,1,2,0.106526896
123,12,2,2,1,2,0.082826723
123,13,2,2,1,2,0.086753839
123,14,2,2,1,2,0.082826723
123,15,2,2,1,2,0.106526896
123,16,2,2,1,2,0.082826723
123,17,2,2,1,2,0.082826723
123,18,2,2,1,2,0.171499729
123,19,2,2,1,2,0.106526896
123,20,2,2,2,2,0.106526896
124,1,2,1,1,1,0.083303674
124,2,2,2,1,2,0.083303674
124,3,2,2,1,2,0.083303674
124,4,2,2,1,2,0.172487298
124,5,2,2,1,2,0.172487298
124,6,2,2,1,2,0.087253405
124,7,2,2,1,2,0.083303674
124,8,2,2,1,2,0.087253405
124,9,2,2,1,2,0.083303674
124,10,2,2,1,2,0.087253405
124,11,2,2,1,2,0.102044636
124,12,2,2,1,2,0.087253405
124,13,2,2,1,2,0.107140323
124,14,2,2,1,2,0.172487298
124,15,2,2,1,2,0.107140323
124,16,2,2,1,2,0.107140323
124,17,2,2,1,2,0.087253405
124,18,2,2,1,2,0.172487298
124,19,2,2,1,2,0.107140323
124,20,2,2,1,2,0.107140323
125,1,2,2,1,2,0.085256882
125,2,2,2,2,2,0.085256882
125,3,2,2,1,2,0.109652424
125,4,2,2,1,2,0.089299221
125,5,2,2,1,2,0.176531579
125,6,2,2,1,2,0.109652424
125,7,2,2,1,2,0.085256882
125,8,2,2,1,2,0.089299221
125,9,2,2,1,2,0.085256882
125,10,2,2,1,2,0.109652424
125,11,2,2,1,2,0.089299221
125,12,2,2,1,2,0.085256882
125,13,2,2,1,2,0.109652424
125,14,2,2,2,2,0.089299221
125,15,2,2,1,2,0.089299221
125,16,2,2,1,2,0.176531579
125,17,2,2,1,2,0.089299221
125,18,2,2,1,2,0.085256882
125,19,2,NA,NA,NA,0
125,20,2,2,2,2,0.109652424
126,1,2,2,1,2,0.525758812
126,2,2,2,1,2,0.265957245
126,3,2,2,1,2,0.253918065
126,4,2,2,1,2,0.265957245
126,5,2,2,1,2,0.253918065
126,6,2,2,1,2,0.265957245
126,7,2,2,1,2,0.326574593
126,8,2,2,1,2,0.253918065
126,9,2,2,1,2,0.265957245
126,10,2,2,1,2,0.265957245
126,11,2,2,1,2,0.326574593
126,12,2,2,1,2,0.265957245
126,13,2,2,2,2,0.265957245
126,14,2,2,1,2,0.253918065
126,15,2,2,1,2,0.265957245
126,16,2,NA,NA,NA,0
126,17,2,2,1,2,0.265957245
126,18,2,2,1,2,0.265957245
126,19,2,2,1,2,0.253918065
126,20,2,2,2,2,0.326574593
127,1,2,1,1,2,0.573474294
127,2,2,2,1,2,0.435384013
127,3,2,2,1,2,0.573474294
127,4,2,2,1,1,0.372275692
127,5,2,2,1,1,0.735934929
127,6,2,2,1,2,0.372275692
127,7,2,2,1,2,0.372275692
127,8,2,2,1,2,0.355423758
127,9,2,1,1,1,0.372275692
127,10,2,2,1,1,0.735934929
127,11,2,2,1,1,0.735934929
127,12,2,2,1,2,0.735934929
127,13,2,2,1,2,0.457125291
127,14,2,2,1,2,0.573474294
127,15,2,2,1,2,0.355423758
127,16,2,1,1,1,0.735934929
127,17,2,1,1,1,0.355423758
127,18,2,2,1,1,0.355423758
127,19,2,2,1,1,0.457125291
127,20,2,2,1,2,0.573474294
128,1,1,2,1,2,0.583810436
128,2,1,2,1,2,0.362633304
128,3,1,2,1,2,0.28195441
128,4,1,2,1,1,0.583810436
128,5,1,2,1,2,0.362633304
128,6,1,2,1,2,0.345386148
128,7,1,2,2,2,0.28195441
128,8,1,2,1,2,0.28195441
128,9,1,2,1,2,0.362633304
128,10,1,2,1,2,0.362633304
128,11,1,2,1,2,0.295322895
128,12,1,2,1,2,0.345386148
128,13,1,2,1,2,0.28195441
128,14,1,2,1,2,0.28195441
128,15,1,2,1,2,0.28195441
128,16,1,2,1,2,0.28195441
128,17,1,2,1,2,0.295322895
128,18,1,2,1,2,0.362633304
128,19,1,2,1,2,0.295322895
128,20,1,2,1,2,0.583810436
129,1,2,2,1,2,0.08062152
129,2,2,2,1,2,0.084444079
129,3,2,2,1,2,0.08062152
129,4,2,2,1,2,0.16693367
129,5,2,2,1,2,0.08062152
129,6,2,2,1,2,0.084444079
129,7,2,2,1,2,0.16693367
129,8,2,2,1,2,0.103690692
129,9,2,2,1,2,0.08062152
129,10,2,2,1,2,0.103690692
129,11,2,2,1,2,0.08062152
129,12,2,2,1,2,0.103690692
129,13,2,2,1,2,0.103690692
129,14,2,2,1,2,0.103690692
129,15,2,2,1,2,0.08062152
129,16,2,2,1,2,0.103690692
129,17,2,2,1,2,0.103690692
129,18,2,2,1,2,0.16693367
129,19,2,2,1,2,0.103690692
129,20,2,2,1,2,0.16693367
130,1,1,2,1,1,0.534592933
130,2,1,1,1,1,0.534592933
130,3,1,1,1,1,0.405865126
130,4,1,2,1,1,0.534592933
130,5,1,2,1,2,0.405865126
130,6,1,1,1,1,0.331326149
130,7,1,2,1,1,0.534592933
130,8,1,2,1,1,0.405865126
130,9,1,2,1,1,0.347035528
130,10,1,2,1,1,0.405865126
130,11,1,2,1,2,0.405865126
130,12,1,1,1,1,0.534592933
130,13,1,2,1,1,0.405865126
130,14,1,2,1,1,0.347035528
130,15,1,2,1,1,0.331326149
130,16,1,2,1,2,0.405865126
130,17,1,2,1,1,0.405865126
130,18,1,2,2,1,0.534592933
130,19,1,2,1,1,0.426132352
130,20,1,2,1,1,0.405865126
131,1,2,2,1,1,0.751761487
131,2,2,2,1,1,0.585807075
131,3,2,2,1,2,0.585807075
131,4,2,2,1,2,0.380281621
131,5,2,2,1,1,0.751761487
131,6,2,2,1,1,0.380281621
131,7,2,2,1,1,0.36306728
131,8,2,2,1,1,0.380281621
131,9,2,2,1,1,0.751761487
131,10,2,2,1,1,0.36306728
131,11,2,2,1,2,0.36306728
131,12,2,2,1,2,0.36306728
131,13,2,2,2,2,0.751761487
131,14,2,2,1,2,0.380281621
131,15,2,2,1,1,0.380281621
131,16,2,2,1,2,0.44474711
131,17,2,2,1,2,0.36306728
131,18,2,NA,NA,NA,0
131,19,2,2,1,1,0.751761487
131,20,2,2,1,1,0.751761487
132,1,2,2,1,2,0.751761487
132,2,2,2,1,2,0.751761487
132,3,2,2,1,2,0.36306728
132,4,2,2,1,2,0.36306728
132,5,2,2,1,2,0.751761487
132,6,2,2,1,2,0.36306728
132,7,2,2,1,2,0.751761487
132,8,2,2,1,2,0.751761487
132,9,2,2,1,2,0.466955942
132,10,2,2,1,2,0.36306728
132,11,2,2,1,1,0.585807075
132,12,2,2,1,2,0.585807075
132,13,2,2,1,2,0.36306728
132,14,2,2,1,2,0.466955942
132,15,2,2,1,1,0.751761487
132,16,2,2,1,2,0.466955942
132,17,2,2,1,2,0.36306728
132,18,2,2,1,2,0.36306728
132,19,2,2,1,2,0.36306728
132,20,2,2,1,2,0.380281621
133,1,2,2,1,2,0.07972072
133,2,2,2,1,2,0.07972072
133,3,2,2,1,2,0.102532137
133,4,2,2,1,2,0.08350057
133,5,2,2,1,2,0.07972072
133,6,2,2,1,2,0.07972072
133,7,2,2,1,2,0.102532137
133,8,2,2,1,2,0.07972072
133,9,2,2,1,2,0.07972072
133,10,2,2,1,2,0.165068489
133,11,2,2,1,2,0.07972072
133,12,2,2,1,2,0.165068489
133,13,2,2,1,2,0.07972072
133,14,2,2,1,2,0.08350057
133,15,2,2,1,2,0.102532137
133,16,2,2,1,2,0.102532137
133,17,2,2,1,2,0.07972072
133,18,2,2,1,2,0.128628947
133,19,2,2,1,2,0.07972072
133,20,2,2,1,2,0.07972072
134,1,2,2,1,1,0.741602548
134,2,2,2,1,1,0.438737014
134,3,2,2,1,2,0.358160965
134,4,2,2,1,2,0.358160965
134,5,2,2,1,2,0.577890763
134,6,2,2,1,2,0.438737014
134,7,2,2,1,1,0.358160965
134,8,2,2,1,2,0.37514268
134,9,2,2,1,2,0.741602548
134,10,2,2,1,2,0.577890763
134,11,2,NA,NA,NA,0
134,12,2,2,1,2,0.358160965
134,13,2,2,1,2,0.438737014
134,14,2,2,1,2,0.358160965
134,15,2,2,1,2,0.577890763
134,16,2,2,1,2,0.577890763
134,17,2,2,1,1,0.741602548
134,18,2,2,1,2,0.741602548
134,19,2,2,1,2,0.741602548
134,20,2,2,1,2,0.577890763
135,1,2,2,1,2,0.10078443
135,2,2,2,1,1,0.082077265
135,3,2,2,1,1,0.082077265
135,4,2,2,1,2,0.10078443
135,5,2,2,1,2,0.082077265
135,6,2,2,1,1,0.078361845
135,7,2,2,1,2,0.078361845
135,8,2,2,1,1,0.078361845
135,9,2,2,1,2,0.082077265
135,10,2,2,1,1,0.162254822
135,11,2,2,1,1,0.082077265
135,12,2,2,1,2,0.082077265
135,13,2,2,1,2,0.082077265
135,14,2,2,1,2,0.082077265
135,15,2,2,1,2,0.082077265
135,16,2,2,1,2,0.10078443
135,17,2,2,1,1,0.082077265
135,18,2,2,1,2,0.10078443
135,19,2,2,1,2,0.082077265
135,20,2,2,1,2,0.10078443
136,1,2,1,1,2,0.183826272
136,2,2,1,1,2,0.143245873
136,3,2,NA,NA,NA,0
136,4,2,2,1,2,0.088779893
136,5,2,2,1,2,0.092989271
136,6,2,2,1,2,0.088779893
136,7,2,2,1,2,0.114183516
136,8,2,2,1,2,0.092989271
136,9,2,2,1,2,0.088779893
136,10,2,2,1,2,0.088779893
136,11,2,2,1,2,0.088779893
136,12,2,2,1,2,0.114183516
136,13,2,2,1,2,0.114183516
136,14,2,2,1,1,0.143245873
136,15,2,NA,NA,NA,0
136,16,2,2,1,2,0.114183516
136,17,2,2,1,2,0.114183516
136,18,2,2,1,2,0.114183516
136,19,2,2,1,2,0.143245873
136,20,2,2,1,2,0.114183516
137,1,2,NA,NA,NA,0
137,2,2,2,1,2,0.380281621
137,3,2,2,1,1,0.36306728
137,4,2,2,1,1,0.466955942
137,5,2,2,1,2,0.751761487
137,6,2,2,1,2,0.36306728
137,7,2,2,1,2,0.380281621
137,8,2,2,1,2,0.380281621
137,9,2,NA,NA,NA,0
137,10,2,2,1,2,0.380281621
137,11,2,2,1,1,0.36306728
137,12,2,1,1,2,0.585807075
137,13,2,NA,NA,NA,0
137,14,2,2,1,2,0.36306728
137,15,2,NA,NA,NA,0
137,16,2,2,1,1,0.466955942
137,17,2,1,1,1,0.751761487
137,18,2,1,1,1,0.751761487
137,19,2,2,1,2,0.36306728
137,20,2,NA,NA,NA,0
138,1,2,1,1,2,0.128628947
138,2,2,2,1,2,0.07972072
138,3,2,2,1,2,0.08350057
138,4,2,2,1,2,0.08350057
138,5,2,2,1,2,0.07972072
138,6,2,2,1,2,0.07972072
138,7,2,2,1,2,0.102532137
138,8,2,2,1,2,0.102532137
138,9,2,2,1,2,0.08350057
138,10,2,2,1,2,0.165068489
138,11,2,NA,NA,NA,0
138,12,2,2,1,2,0.07972072
138,13,2,2,1,2,0.07972072
138,14,2,2,1,2,0.128628947
138,15,2,2,1,2,0.128628947
138,16,2,2,1,2,0.08350057
138,17,2,2,1,2,0.08350057
138,18,2,1,1,2,0.165068489
138,19,2,NA,NA,NA,0
138,20,2,2,1,2,0.165068489
139,1,1,1,1,1,2.469791003
139,2,1,1,1,1,1.461144831
139,3,1,2,1,1,2.469791003
139,4,1,1,1,2,1.461144831
139,5,1,2,1,1,1.461144831
139,6,1,2,1,2,1.249353875
139,7,1,2,1,1,2.469791003
139,8,1,2,1,2,1.249353875
139,9,1,2,1,1,1.924574573
139,10,1,2,1,1,1.924574573
139,11,1,NA,NA,NA,0
139,12,1,1,1,1,1.461144831
139,13,1,2,1,1,1.461144831
139,14,1,2,1,2,1.249353875
139,15,1,2,1,2,1.249353875
139,16,1,2,1,1,1.924574573
139,17,1,2,1,1,1.461144831
139,18,1,2,1,1,1.461144831
139,19,1,1,1,1,1.461144831
139,20,1,NA,NA,NA,0
140,1,2,2,1,2,0.165068489
140,2,2,2,1,2,0.08350057
140,3,2,2,1,2,0.08350057
140,4,2,2,1,2,0.08350057
140,5,2,2,1,2,0.165068489
140,6,2,2,1,2,0.07972072
140,7,2,2,1,2,0.07972072
140,8,2,2,1,2,0.07972072
140,9,2,2,1,2,0.08350057
140,10,2,NA,NA,NA,0
140,11,2,2,1,1,0.165068489
140,12,2,NA,NA,NA,0
140,13,2,NA,NA,NA,0
140,14,2,2,1,2,0.102532137
140,15,2,2,1,1,0.07972072
140,16,2,2,1,2,0.07972072
140,17,2,NA,NA,NA,0
140,18,2,2,1,2,0.08350057
140,19,2,NA,NA,NA,0
140,20,2,2,1,2,0.165068489
141,1,2,2,1,1,1.276338724
141,2,2,2,1,2,1.218562252
141,3,2,2,2,2,1.276338724
141,4,2,2,1,2,1.218562252
141,5,2,2,1,2,1.218562252
141,6,2,2,1,2,1.492704162
141,7,2,2,2,2,2.523136127
141,8,2,2,1,2,1.276338724
141,9,2,2,1,2,2.523136127
141,10,2,2,1,2,1.276338724
141,11,2,2,2,2,1.218562252
141,12,2,2,2,2,1.276338724
141,13,2,2,1,2,1.218562252
141,14,2,2,1,2,1.276338724
141,15,2,2,1,2,1.567243637
141,16,2,2,1,2,1.276338724
141,17,2,NA,NA,NA,0
141,18,2,2,1,2,1.218562252
141,19,2,2,1,2,1.276338724
141,20,2,2,1,2,1.276338724
142,1,2,2,1,2,0.707102389
142,2,2,2,1,2,0.357690634
142,3,2,2,1,2,0.357690634
142,4,2,2,1,2,0.357690634
142,5,2,2,1,1,0.707102389
142,6,2,2,1,1,0.341498927
142,7,2,2,1,1,0.41832649
142,8,2,2,1,2,0.341498927
142,9,2,NA,NA,NA,0
142,10,2,NA,NA,NA,0
142,11,2,2,1,2,0.41832649
142,12,2,2,1,2,0.357690634
142,13,2,1,1,2,0.41832649
142,14,2,1,1,2,0.707102389
142,15,2,2,1,2,0.341498927
142,16,2,2,1,1,0.357690634
142,17,2,NA,NA,NA,0
142,18,2,NA,NA,NA,0
142,19,2,2,1,2,0.357690634
142,20,2,NA,NA,NA,0
143,1,2,2,1,2,0.07972072
143,2,2,2,1,2,0.08350057
143,3,2,2,1,2,0.07972072
143,4,2,2,1,2,0.08350057
143,5,2,2,1,2,0.165068489
143,6,2,2,1,2,0.07972072
143,7,2,2,1,2,0.08350057
143,8,2,2,1,2,0.07972072
143,9,2,2,1,2,0.165068489
143,10,2,2,1,2,0.128628947
143,11,2,2,1,2,0.128628947
143,12,2,NA,NA,NA,0
143,13,2,2,1,2,0.08350057
143,14,2,1,1,2,0.128628947
143,15,2,2,1,2,0.07972072
143,16,2,2,1,1,0.07972072
143,17,2,2,1,2,0.07972072
143,18,2,2,1,2,0.08350057
143,19,2,2,1,2,0.165068489
143,20,2,2,1,2,0.07972072
144,1,2,2,1,1,0.776011857
144,2,2,2,1,1,0.39254877
144,3,2,2,1,2,0.39254877
144,4,2,2,1,2,0.39254877
144,5,2,2,1,2,0.459093791
144,6,2,2,1,1,0.604704077
144,7,2,2,1,1,0.482019037
144,8,2,2,1,2,0.776011857
144,9,2,2,1,2,0.39254877
144,10,2,2,1,1,0.604704077
144,11,2,2,1,2,0.39254877
144,12,2,2,1,1,0.459093791
144,13,2,2,1,1,0.39254877
144,14,2,2,1,2,0.374779128
144,15,2,2,1,1,0.776011857
144,16,2,2,1,2,0.374779128
144,17,2,2,1,2,0.776011857
144,18,2,2,1,1,0.604704077
144,19,2,2,1,2,0.374779128
144,20,2,2,1,2,0.459093791
145,1,2,2,1,2,0.07972072
145,2,2,2,2,1,0.102532137
145,3,2,2,1,1,0.07972072
145,4,2,2,1,2,0.07972072
145,5,2,2,1,2,0.08350057
145,6,2,2,1,2,0.07972072
145,7,2,2,1,2,0.102532137
145,8,2,2,2,2,0.08350057
145,9,2,2,1,1,0.102532137
145,10,2,2,1,2,0.08350057
145,11,2,2,1,2,0.165068489
145,12,2,2,1,1,0.08350057
145,13,2,2,1,1,0.08350057
145,14,2,2,1,1,0.07972072
145,15,2,2,2,2,0.165068489
145,16,2,2,1,1,0.08350057
145,17,2,2,1,2,0.102532137
145,18,2,2,1,2,0.102532137
145,19,2,2,1,1,0.102532137
145,20,2,2,1,1,0.102532137
146,1,2,2,1,1,0.985870443
146,2,2,2,1,2,0.611015666
146,3,2,2,1,1,0.785852683
146,4,2,2,1,2,0.611015666
146,5,2,1,1,1,0.985870443
146,6,2,2,1,1,0.985870443
146,7,2,NA,NA,NA,0
146,8,2,2,1,2,0.611015666
146,9,2,2,1,1,0.611015666
146,10,2,2,1,1,0.611015666
146,11,2,2,1,1,0.611015666
146,12,2,2,1,1,1.265159576
146,13,2,2,1,1,0.639986143
146,14,2,2,1,1,1.265159576
146,15,2,2,1,1,0.611015666
146,16,2,2,1,1,0.611015666
146,17,2,2,1,1,0.985870443
146,18,2,2,1,1,0.611015666
146,19,2,2,1,1,0.611015666
146,20,2,2,1,1,0.985870443
147,1,2,2,1,1,0.07972072
147,2,2,2,2,2,0.08350057
147,3,2,2,1,1,0.07972072
147,4,2,2,1,1,0.07972072
147,5,2,1,1,1,0.08350057
147,6,2,2,1,1,0.165068489
147,7,2,2,1,1,0.165068489
147,8,2,2,1,1,0.097655619
147,9,2,2,1,2,0.102532137
147,10,2,2,1,1,0.102532137
147,11,2,2,1,1,0.102532137
147,12,2,NA,NA,NA,0
147,13,2,2,1,1,0.07972072
147,14,2,2,1,1,0.08350057
147,15,2,2,1,1,0.07972072
147,16,2,2,1,1,0.165068489
147,17,2,2,1,1,0.165068489
147,18,2,2,1,1,0.128628947
147,19,2,2,1,1,0.102532137
147,20,2,2,1,2,0.102532137
148,1,2,2,2,2,0.474563852
148,2,2,2,2,2,0.378282237
148,3,2,2,1,1,0.609003958
148,4,2,2,1,2,0.308067142
148,5,2,2,1,1,0.294121758
148,6,2,2,1,1,0.294121758
148,7,2,2,1,2,0.294121758
148,8,2,2,1,1,0.308067142
148,9,2,2,1,2,0.294121758
148,10,2,2,1,2,0.294121758
148,11,2,2,1,1,0.378282237
148,12,2,2,1,1,0.294121758
148,13,2,2,1,2,0.294121758
148,14,2,2,1,2,0.294121758
148,15,2,2,1,1,0.609003958
148,16,2,2,1,1,0.378282237
148,17,2,2,2,2,0.378282237
148,18,2,2,1,2,0.378282237
148,19,2,2,1,1,0.378282237
148,20,2,2,1,2,0.378282237
149,1,2,2,1,1,0.370186246
149,2,2,2,1,1,0.370186246
149,3,2,2,1,2,0.453467642
149,4,2,2,1,1,0.387738124
149,5,2,2,1,1,0.766501908
149,6,2,2,1,1,0.597293488
149,7,2,2,1,2,0.597293488
149,8,2,2,1,1,0.453467642
149,9,2,1,1,1,0.597293488
149,10,2,2,1,1,0.597293488
149,11,2,2,1,1,0.370186246
149,12,2,2,1,1,0.453467642
149,13,2,2,1,1,0.597293488
149,14,2,2,1,1,0.453467642
149,15,2,2,1,1,0.766501908
149,16,2,2,1,1,0.766501908
149,17,2,1,1,1,0.597293488
149,18,2,2,1,1,0.766501908
149,19,2,2,1,1,0.766501908
149,20,2,NA,NA,NA,0
150,1,2,2,1,2,0.165068489
150,2,2,2,1,1,0.102532137
150,3,2,2,1,1,0.165068489
150,4,2,2,1,2,0.102532137
150,5,2,2,1,1,0.102532137
150,6,2,2,1,1,0.07972072
150,7,2,2,1,1,0.08350057
150,8,2,2,1,1,0.165068489
150,9,2,2,1,1,0.08350057
150,10,2,2,1,2,0.08350057
150,11,2,2,1,1,0.07972072
150,12,2,2,1,2,0.165068489
150,13,2,1,1,1,0.07972072
150,14,2,2,1,2,0.102532137
150,15,2,2,1,1,0.07972072
150,16,2,2,1,1,0.08350057
150,17,2,2,1,1,0.102532137
150,18,2,2,1,1,0.102532137
150,19,2,NA,NA,NA,0
150,20,2,NA,NA,NA,0
151,1,2,2,1,2,0.351630266
151,2,2,2,1,2,0.351630266
151,3,2,2,1,2,0.695121923
151,4,2,2,1,2,0.411238766
151,5,2,2,1,2,0.695121923
151,6,2,2,1,2,0.695121923
151,7,2,2,1,2,0.541670925
151,8,2,2,1,2,0.541670925
151,9,2,2,1,2,0.541670925
151,10,2,2,1,2,0.335712896
151,11,2,2,1,2,0.335712896
151,12,2,2,1,2,0.351630266
151,13,2,2,2,2,0.351630266
151,14,2,2,1,1,0.541670925
151,15,2,2,1,2,0.335712896
151,16,2,2,1,2,0.411238766
151,17,2,2,1,2,0.411238766
151,18,2,2,1,2,0.351630266
151,19,2,1,1,1,0.695121923
151,20,2,2,1,2,0.541670925
152,1,2,2,1,1,2.067571583
152,2,2,2,1,1,1.569708742
152,3,2,2,1,1,1.569708742
152,4,2,2,1,1,1.569708742
152,5,2,2,1,1,1.569708742
152,6,2,2,1,1,1.569708742
152,7,2,2,1,1,2.067571583
152,8,2,2,1,2,1.28142459
152,9,2,2,1,1,1.28142459
152,10,2,1,1,1,2.653297912
152,11,2,2,1,2,1.342181595
152,12,2,2,1,2,2.653297912
152,13,2,2,1,2,1.569708742
152,14,2,2,1,2,1.342181595
152,15,2,2,1,2,2.653297912
152,16,2,2,1,2,2.067571583
152,17,2,2,1,1,1.569708742
152,18,2,2,1,2,1.342181595
152,19,2,2,1,2,1.342181595
152,20,2,2,1,2,2.653297912
153,1,2,2,1,1,0.130236809
153,2,2,NA,NA,NA,0
153,3,2,2,1,1,0.167131845
153,4,2,2,1,2,0.084544327
153,5,2,2,1,1,0.084544327
153,6,2,2,1,2,0.167131845
153,7,2,2,1,1,0.103813789
153,8,2,2,1,1,0.080717229
153,9,2,1,1,1,0.130236809
153,10,2,2,1,2,0.084544327
153,11,2,2,1,1,0.130236809
153,12,2,2,1,1,0.084544327
153,13,2,2,1,2,0.080717229
153,14,2,2,1,1,0.167131845
153,15,2,2,1,1,0.080717229
153,16,2,2,1,2,0.080717229
153,17,2,2,1,2,0.084544327
153,18,2,2,1,1,0.080717229
153,19,2,2,1,1,0.103813789
153,20,2,2,1,1,0.103813789
154,1,2,2,1,2,0.082328408
154,2,2,2,1,2,0.086231897
154,3,2,2,1,2,0.105885992
154,4,2,2,1,1,0.086231897
154,5,2,2,1,1,0.170467926
154,6,2,2,1,2,0.082328408
154,7,2,2,1,1,0.086231897
154,8,2,2,1,2,0.105885992
154,9,2,2,1,1,0.105885992
154,10,2,2,1,1,0.170467926
154,11,2,2,1,1,0.086231897
154,12,2,2,1,2,0.082328408
154,13,2,2,1,1,0.105885992
